PARK NUMBER,PARK NAME,STREET ADDRESS,ZIP,ACRES,WARD,PARK CLASS,LABEL,WHEELCHAIR ACCESSIBLE BALL FIELDS,ALFRED CALDWELL LILY POND,ARCHERY RANGE,ARTIFICIAL TURF FIELDS,BAND SHELL,BASEBALL BATTING CAGES,BASKETBALL BACKBOARDS,BASKETBALL COURTS,BEACH,BOAT LAUNCH (MOTORIZED),BOAT LAUNCH (NON-MOTORIZED),BOAT SLIPS,BOCCE COURT,BOWLING GREEN,CASTING AREA,CHESS PAVILLION,FOOTBALL SOCCER COMBO,COMMUNITY GARDEN,CONSERVATORY,CULTURAL CENTER,DOG-FRIENDLY,FITNESS CENTER,FITNESS COURSES,GALLERY,GARDEN,GOLF COURSE,GOLF DRIVING RANGE,GOLF PUTTING GREENS,GYMNASIUM,GYMNASTIC CENTERS,HANDBALL/RAQUETBALL COURT,HANDBALL,HORSESHOE COURTS,ICE SKATING,POOL INDOOR,BASEBALL JR/SOFTBALL/T-BALL,MOUNTAIN BIKE TRAIL,NATURE CENTER,POOL OUTDOOR,PAVILLION,ZOO,PLAYGROUND,PLAYGROUND PARK,ROWING CLUB,VOLLEYBALL,SENIOR CENTER,SHUFFLEBOARD,SKATE PARK,SLED HILL,SPORT ROLLER COURTS,SPRAY FEATURE,BASEBALL SR,TENNIS COURTS,TRACK,VOLLEYBALL SAND,WATER PLAYGROUND,WATER SLIDE,BOXING CENTER,WETLAND AREA,LAGOON,CAROUSEL,CROQUET,GOLF COURSE MINIATURE,MODEL TRAIN DISPLAY,MODEL YACHT BASIN,CRICKET FIELD,LOCATION,LATITUDE,LONGITUDE,NORM ACRES
125,HERMOSA,2240 N KILBOURN AVE,60639.0,4.7,30,NEIGHBORHOOD PARK,Hermosa,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2240 N KILBOURN AVE60639
(41.921738021921556, -87.73897905902746)",41.921738,-87.7389791,2.1679483
535,PARK NO. 535,800 W WISCONSIN ST,60614.0,0.11,43,MINI-PARK,Park No. 535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"800 W WISCONSIN ST60614
(41.916008367566974, -87.64902861063467)",41.9160084,-87.6490286,0.3316625
16,TRUMBULL (LYMAN),2400 E 105TH ST,60617.0,18.52,10,REGIONAL PARK,Trumbull,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"2400 E 105TH ST60617
(41.704641299234446, -87.56563479261322)",41.7046413,-87.5656348,4.303487
1286,LEE (JOHN),3700 W 87TH ST,60652.0,0.28,18,MINI-PARK,Lee,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3700 W 87TH ST60652
(41.73501928081332, -87.71420522719168)",41.7350193,-87.7142052,0.5291503
403,WOLCOTT (ALEXANDER),6551 S WOLCOTT AVE,60636.0,0.14,15,MINI-PARK,Wolcott,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6551 S WOLCOTT AVE60636
(41.774820787777514, -87.67128934254377)",41.7748208,-87.6712893,0.3741657
519,PARK NO. 519,1944 S ST. LOUIS AVE,60623.0,0.07,24,MINI-PARK,Park No. 519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1944 S ST. LOUIS AVE60623
(41.85396414076553, -87.71240383403943)",41.8539641,-87.7124038,0.2645751
21,WASHINGTON (GEORGE),5531 S DR MARTIN LUTHER KING J,60637.0,366.84,0,CITYWIDE PARK,Washington (George),0,0,0,0,0,0,20,10,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,1,0,0,4,0,0,0,0,0,0,0,0,1,4,10,0,0,0,1,0,0,1,0,0,0,0,0,4,"5531 S DR MARTIN LUTHER KING J60637
(41.78082999999998, -87.60190999999998)",41.78083,-87.60191,19.1530676
416,COTTONWOOD,5058 W WEST END AVE,60644.0,0.14,37,MINI-PARK,Cottonwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5058 W WEST END AVE60644
(41.883099921946, -87.75169726622529)",41.8830999,-87.7516973,0.3741657
1217,KINZIE (JOHN) PKWY.,5200 W KINZIE ST,60644.0,0.98,37,PASSIVE PARK,Kinzie Pkwy.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5200 W KINZIE ST60644
(41.88783320137772, -87.75541994083441)",41.8878332,-87.7554199,0.9899495
486,WINNEMAC,5001 N LEAVITT ST,60625.0,22.01,47,NEIGHBORHOOD PARK,Winnemac,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"5001 N LEAVITT ST60625
(41.97233198247668, -87.68408380408277)",41.972332,-87.6840838,4.6914816
1123,"LUNT (ORRINGTON, STEPHEN)",2239 W LUNT AVE,60645.0,0.17,50,MINI-PARK,Lunt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2239 W LUNT AVE60645
(42.008688691533, -87.68683610141613)",42.0086887,-87.6868361,0.4123106
292,COLEMAN (BESSIE),900 E 54TH PL,60615.0,0.47,4,MINI-PARK,Coleman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"900 E 54TH PL60615
(41.79653429943323, -87.60328162785162)",41.7965343,-87.6032816,0.6855655
299,HICKORY,4834 N WINTHROP AVE,60640.0,0.23,48,MINI-PARK,Hickory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4834 N WINTHROP AVE60640
(41.969939075840855, -87.6576053599007)",41.9699391,-87.6576054,0.4795832
1150,SUPERIOR,2101 W SUPERIOR ST,60612.0,0.27,32,MINI-PARK,Superior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2101 W SUPERIOR ST60612
(41.894908077026976, -87.67954222776295)",41.8949081,-87.6795422,0.5196152
482,NASH (DON) COMM. CTR.,1833 E 71ST ST,60649.0,0.88,5,COMMUNITY PARK,Nash Comm. Ctr.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1833 E 71ST ST60649
(41.765982603180305, -87.5802613221388)",41.7659826,-87.5802613,0.9380832
513,PARK NO. 513,1401 S INDIANA AVE,60605.0,1.02,42,PASSIVE PARK,Park No. 513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1401 S INDIANA AVE60605
(41.863838696647235, -87.62236371246593)",41.8638387,-87.6223637,1.0099505
1124,MERRYMAN (THERON),3736 N MARSHFIELD AVE,60613.0,0.18,47,MINI-PARK,Merryman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3736 N MARSHFIELD AVE60613
(41.94948343722664, -87.67020940151451)",41.9494834,-87.6702094,0.4242641
176,COSME (MARGARET),2100 W 91ST ST,60620.0,3.55,19,NEIGHBORHOOD PARK,Cosme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"2100 W 91ST ST60620
(41.728392397940674, -87.6746631658291)",41.7283924,-87.6746632,1.8841444
1135,WEISMAN (ALBERT),901 W OAKDALE AVE,60657.0,0.3,44,MINI-PARK,Weisman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"901 W OAKDALE AVE60657
(41.935341406119036, -87.65159918827251)",41.9353414,-87.6515992,0.5477226
1214,EUGENIE TRIANGLE,1707 N LA SALLE ST,60614.0,0.03,43,PASSIVE PARK,Eugenie Triangle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1707 N LA SALLE ST60614
(41.912976226043035, -87.63306885033433)",41.9129762,-87.6330689,0.1732051
447,MARTIN (JOHNNY),922 W FLETCHER ST,60657.0,0.13,44,MINI-PARK,Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"922 W FLETCHER ST60657
(41.93900999129732, -87.65242716465252)",41.93901,-87.6524272,0.3605551
338,JEFFERSON (NANCY),3111 W FULTON BLVD,60612.0,0.63,27,NEIGHBORHOOD PARK,Jefferson (Nancy),0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3111 W FULTON BLVD60612
(41.88638044515689, -87.70409752680732)",41.8863804,-87.7040975,0.7937254
457,CLARK (RICHARD),3400 N ROCKWELL AVE,60618.0,21.56,47,PASSIVE PARK,Clark (Richard),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3400 N ROCKWELL AVE60618
(41.94318126924641, -87.6938340897585)",41.9431813,-87.6938341,4.6432747
106,HAMLIN (HANNIBAL),3035 N HOYNE AVE,60618.0,8.16,32,COMMUNITY PARK,Hamlin,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,"3035 N HOYNE AVE60618
(41.936520770522, -87.68060487558624)",41.9365208,-87.6806049,2.8565714
544,KLEIN (LOIS),3538-40 N LINCOLN AVE,60657.0,0.33,32,PASSIVE PARK,Klein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3538-40 N LINCOLN AVE60657
(41.93966, -87.65668)",41.93966,-87.65668,0.5744563
1013,LEONE (SAM) BEACH,1222 W TOUHY AVE,60626.0,2.54,49,COMMUNITY PARK,Leone Beach,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1222 W TOUHY AVE60626
(42.01293241179647, -87.66199860447963)",42.0129324,-87.6619986,1.5937377
417,HAZELNUT,5949 W HURON ST,60644.0,0.23,29,MINI-PARK,Hazelnut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5949 W HURON ST60644
(41.892791769080944, -87.77360572661482)",41.8927918,-87.7736057,0.4795832
214,"WICKER (CHARLES, JOEL)",1425 N DAMEN AVE,60622.0,4.03,26,COMMUNITY PARK,Wicker,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1425 N DAMEN AVE60622
(41.90742500122083, -87.67729600470253)",41.907425,-87.677296,2.007486
279,ELM,5215 S WOODLAWN AVE,60615.0,0.46,4,PASSIVE PARK,Elm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5215 S WOODLAWN AVE60615
(41.800678017860825, -87.59659816710874)",41.800678,-87.5965982,0.678233
316,WOOD (ELIZABETH),2914 N LEAVITT ST,60618.0,0.44,33,MINI-PARK,Wood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2914 N LEAVITT ST60618
(41.93459420364016, -87.6831442771181)",41.9345942,-87.6831443,0.663325
1028,MICEK (FRANK),5311 S HAMILTON AVE,60609.0,1.26,14,NEIGHBORHOOD PARK,Micek,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"5311 S HAMILTON AVE60609
(41.796974169033724, -87.67791788275771)",41.7969742,-87.6779179,1.1224972
34,NORTHERLY ISLAND,1400 S LYNN WHITE DR,60605.0,91.2,1,MAGNET PARK,Northerly Island,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1400 S LYNN WHITE DR60605
(41.863104937710304, -87.60910669563046)",41.8631049,-87.6091067,9.5498691
1281,FILBERT,1822 W LARCHMONT AVE,60613.0,0.1,47,MINI-PARK,Filbert,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1822 W LARCHMONT AVE60613
(41.9533249770172, -87.67469105751624)",41.953325,-87.6746911,0.3162278
234,HALE (NATHAN),6140 S MELVINA AVE,60638.0,16.6,23,REGIONAL PARK,Hale,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"6140 S MELVINA AVE60638
(41.78068716003814, -87.77654377543566)",41.7806872,-87.7765438,4.0743098
331,FLYING SQUIRREL,6600 S WOODLAWN AVE,60637.0,0.16,20,MINI-PARK,Flying Squirrel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6600 S WOODLAWN AVE60637
(41.77499332425278, -87.59613996010869)",41.7749933,-87.59614,0.4
1133,NELSON (ANDREW),2953 W NELSON ST,60618.0,0.13,33,MINI-PARK,Nelson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2953 W NELSON ST60618
(41.93723462372725, -87.70185590207119)",41.9372346,-87.7018559,0.3605551
334,"KING (MARTIN LUTHER, JR.)",1212 W 77TH ST,60620.0,6.39,17,REGIONAL PARK,King,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1212 W 77TH ST60620
(41.75418260905677, -87.65406567406392)",41.7541826,-87.6540657,2.5278449
347,GINKGO,3432 W 15TH ST,60623.0,0.11,24,MINI-PARK,Ginkgo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3432 W 15TH ST60623
(41.86090565257723, -87.7116668621937)",41.8609057,-87.7116669,0.3316625
1126,MERRILL (GEORGE),2131 E 96TH ST,60617.0,3.09,10,NEIGHBORHOOD PARK,Merrill,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2131 E 96TH ST60617
(41.720628472953386, -87.57257728600307)",41.7206285,-87.5725773,1.7578396
1055,LITTLE VENICE,2251 W 50TH PL,60609.0,0.8,14,NEIGHBORHOOD PARK,Little Venice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2251 W 50TH PL60609
(41.80201385517387, -87.6809044730743)",41.8020139,-87.6809045,0.8944272
217,PULASKI (CASIMER),1419 W BLACKHAWK ST,60622.0,3.69,32,COMMUNITY PARK,Pulaski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"1419 W BLACKHAWK ST60622
(41.90318000000002, -87.68408)",41.90318,-87.68408,1.9209373
1112,JACKSON (ROBERT),4319 S INDIANA AVE,60653.0,0.24,3,MINI-PARK,Jackson (Robert),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4319 S INDIANA AVE60653
(41.8161909483838, -87.62132413903343)",41.8161909,-87.6213241,0.4898979
510,PARK NO. 510,2139-59 W. LEXINGTON ST,60612.0,1.97,25,UNIMPROVED PARK,Park No. 510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2139-59 W. LEXINGTON ST60612
(41.88057000000009, -87.68777999999998)",41.88057,-87.68778,1.4035669
378,CORNELL (PAUL),5473 S CORNELL AVE,60615.0,0.21,5,MINI-PARK,Cornell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5473 S CORNELL AVE60615
(41.79602112290249, -87.58534960138121)",41.7960211,-87.5853496,0.4582576
490,RIDGE PARK WETLANDS,9516 S WOOD ST,60643.0,1.21,19,PASSIVE PARK,Ridge Park Wetlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"9516 S WOOD ST60643
(41.72080653509911, -87.66757973116323)",41.7208065,-87.6675797,1.1
537,HERITAGE GREEN,610-30 W ADAMS ST,60661.0,0.96,2,PASSIVE PARK,Heritage Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"610-30 W ADAMS ST60661
(41.88292999999999, -87.64358999999996)",41.88293,-87.64359,0.9797959
1056,PARK-VIEW,3823 W SCHOOL ST,60618.0,0.63,35,NEIGHBORHOOD PARK,Park-View,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3823 W SCHOOL ST60618
(41.940898013713266, -87.72325839543788)",41.940898,-87.7232584,0.7937254
488,CHALLENGER,1100 W IRVING PARK RD,60613.0,2.94,46,NEIGHBORHOOD PARK,Challenger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1100 W IRVING PARK RD60613
(41.95449190566012, -87.65697200955285)",41.9544919,-87.656972,1.7146428
496,"BOLER (LEO ROSCOE, SR.)",3601 W ARTHINGTON ST,60624.0,1.81,24,NEIGHBORHOOD PARK,Boler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3601 W ARTHINGTON ST60624
(41.869872017371854, -87.71553942874213)",41.869872,-87.7155394,1.3453624
1032,HAAS (JOSEPH),2402 N WASHTENAW AVE,60647.0,0.86,33,NEIGHBORHOOD PARK,Haas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2402 N WASHTENAW AVE60647
(41.92492784720372, -87.6950423012306)",41.9249278,-87.6950423,0.9273618
1022,BARRETT (JOHN),2022 W CERMAK RD,60608.0,0.65,25,NEIGHBORHOOD PARK,Barrett,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022 W CERMAK RD60608
(41.85223664941679, -87.67639330350434)",41.8522366,-87.6763933,0.8062258
239,DAWES (CHARLES),8040 S DAMEN AV,60620.0,16.26,18,COMMUNITY PARK,Dawes,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8040 S DAMEN AV60620
(41.747356590549835, -87.67313800388732)",41.7473566,-87.673138,4.032369
566,PARK NO. 566,7901 S FARRAGUT,60617.0,30.17,7,UNIMPROVED,Park No. 566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7901 S FARRAGUT60617
(41.712690000000066, -87.55551000000003)",41.71269,-87.55551,5.4927225
536,PARK NO. 536,1401 N NOBLE ST,60622.0,0.24,32,UNIMPROVED PARK,Park No. 536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1401 N NOBLE ST60622
(41.90318000000002, -87.68408)",41.90318,-87.68408,0.4898979
